RSI,MeanToStdDev,PL
47.86294,-1.84443,WeakSell
41.26982,-1.952482,WeakSell
38.11243,-2.223112,WeakSell
34.46983,-2.314086,WeakSell
32.85569,-1.935001,WeakSell
36.32623,-1.810963,WeakSell
32.25882,-2.399329,WeakSell
25.19283,-2.280176,WeakSell
25.51469,-1.46105,Sell
36.90853,-0.9788991,Sell
41.58748,-0.6102781,StrongSell
45.2288,-1.171022,Sell
37.77158,-1.66245,Sell
32.86265,-2.184697,WeakSell
29.71675,-2.642056,WeakSell
25.93956,-2.525643,WeakSell
24.94378,-2.266639,WeakSell
23.66139,-1.859134,WeakSell
27.2646,-2.08368,WeakSell
22.46811,-2.323132,WeakBuy
20.31444,-2.089149,WeakSell
22.51317,-2.330146,WeakBuy
19.47131,-2.120484,WeakBuy
16.48256,-1.526617,WeakSell
27.65565,-1.126663,Sell
35.30095,-0.9355366,WeakSell
38.15746,-1.177423,WeakSell
34.66528,-1.070532,WeakSell
36.55888,-1.394035,WeakSell
32.53747,-1.5159,WeakSell
31.7953,-1.555414,WeakBuy
30.24417,-1.513456,WeakBuy
29.66251,-1.459483,WeakBuy
29.43357,-1.509229,WeakBuy
27.44154,-1.521414,WeakBuy
26.44064,-1.321265,WeakBuy
30.35712,-1.11062,WeakBuy
33.92561,-0.6363348,WeakSell
39.58227,-0.5001965,WeakBuy
38.82471,-0.8535599,WeakBuy
32.18653,-0.3013662,WeakSell
42.40852,0.2619131,WeakSell
49.86563,0.2565716,WeakSell
50.19255,0.6511188,WeakSell
54.684,0.728659,WeakSell
54.69907,0.2553362,WeakSell
49.7153,0.6937675,WeakSell
51.32827,1.60042,WeakSell
58.52935,1.610353,Sell
60.27457,1.933522,Sell
61.75673,1.305829,Sell
59.34685,0.7258011,WeakSell
54.27095,0.1308755,WeakSell
46.76859,-0.00608458,WeakSell
43.54576,-0.1628253,WeakSell
41.13379,-0.5939218,WeakSell
39.10416,-0.7239312,WeakSell
37.65672,-0.7843581,WeakSell
39.40358,-0.8117819,WeakSell
40.53543,-1.021645,WeakSell
39.94438,-0.7741575,WeakSell
43.96743,-1.003768,WeakSell
42.64849,-1.19546,WeakSell
42.52592,-1.367635,WeakSell
42.60824,-1.442758,WeakSell
41.95135,-1.232894,WeakSell
44.92976,-1.215186,WeakSell
42.19906,-1.108569,WeakSell
43.42898,-1.380051,WeakSell
43.16997,-1.710103,WeakSell
33.83952,-1.688998,WeakBuy
28.52624,-2.178056,WeakBuy
24.08782,-2.039892,WeakBuy
21.82235,-1.767841,WeakBuy
24.34855,-1.422604,WeakSell
31.42539,-0.7290552,WeakSell
42.53321,-0.5017348,WeakSell
41.79941,-0.3799091,WeakSell
42.83459,-0.402331,WeakBuy
39.20448,-0.818673,WeakBuy
34.54454,-0.9447579,WeakBuy
34.17529,-1.058496,WeakBuy
34.4833,-0.4964195,WeakBuy
42.65298,0.007531401,WeakSell
48.31395,1.277232,WeakSell
59.97117,1.439221,Sell
60.60028,1.42864,WeakSell
60.18446,1.880001,Sell
62.87864,2.121123,Sell
65.50645,1.41021,Sell
57.21102,0.6676865,Sell
50.71022,-0.08203033,Sell
44.86739,-0.3619643,Sell
43.30104,-0.6560437,Sell
41.40865,-1.264341,Sell
36.262,-1.258175,Sell
35.78411,-1.330431,Sell
34.34162,-1.318725,Sell
34.83691,-1.3611,Sell
35.54162,-2.146725,Sell
30.1443,-2.484486,Sell
29.35821,-1.688907,StrongSell
38.29927,-1.91594,Sell
36.09592,-1.727547,StrongSell
36.91184,-3.290295,Sell
22.89459,-2.824624,Sell
22.04405,-3.235229,WeakSell
18.03221,-3.295974,WeakSell
15.95228,-2.637048,WeakSell
19.24515,-2.937438,WeakBuy
16.27767,-2.954563,WeakBuy
14.56948,-2.615804,WeakBuy
12.85519,-1.841668,WeakSell
25.41212,-1.294907,WeakSell
33.32961,-1.890371,WeakBuy
26.22069,-1.698462,WeakBuy
26.86637,-1.207657,WeakBuy
34.55602,-1.150772,WeakBuy
33.6252,-0.6314964,Sell
43.17583,-0.6739034,WeakBuy
42.29465,-1.002095,WeakSell
37.89811,-0.7220609,WeakSell
41.7861,-0.7454847,WeakSell
40.71039,-1.037269,WeakBuy
36.95916,-1.680951,Buy
30.5266,-1.526541,Buy
31.01834,-1.500558,StrongBuy
30.11764,-1.574828,StrongBuy
28.54909,-0.7082867,Buy
41.41964,-0.4643034,Buy
44.20335,-0.2400801,Buy
44.89942,-0.1543807,WeakBuy
45.07508,0.405143,WeakBuy
49.33335,0.9129787,WeakBuy
54.8031,0.7368952,Buy
51.6639,1.03235,Buy
54.64354,0.6658707,Buy
52.5424,1.245852,StrongBuy
55.30941,0.9987004,StrongBuy
55.97804,1.650967,Buy
61.6764,2.450143,Buy
66.35915,3.323124,WeakSell
69.65319,3.121959,WeakSell
69.48772,2.81632,WeakSell
74.56561,2.90135,Sell
76.41091,2.099633,WeakSell
68.28802,1.854995,WeakSell
67.33415,1.65418,WeakSell
64.49298,1.132717,WeakBuy
57.64562,0.8540205,WeakBuy
56.09003,0.9232411,WeakBuy
56.60983,0.904142,WeakBuy
57.53687,0.804069,WeakBuy
58.58419,0.8789759,WeakBuy
65.33589,0.8084569,WeakBuy
64.99979,1.045646,WeakSell
69.42422,1.335983,Sell
74.34771,1.416137,WeakSell
73.69507,1.072104,WeakSell
66.32763,1.445478,Sell
70.25488,1.572544,StrongSell
72.19908,1.678315,StrongSell
72.76116,1.176665,Sell
64.40204,0.3285163,WeakSell
54.65161,-0.3397102,WeakSell
47.79509,-0.03802857,Sell
52.77414,-0.03041227,Sell
52.71973,0.004990854,Sell
54.58422,-1.338059,WeakSell
43.87592,-2.33381,WeakSell
37.78691,-2.355483,WeakSell
34.6758,-2.23184,WeakSell
33.50684,-2.515146,WeakBuy
30.16379,-2.352022,WeakSell
27.02123,-1.95816,WeakBuy
30.47467,-1.444051,WeakSell
36.60376,-1.310785,WeakSell
37.74471,-1.611749,WeakSell
36.38237,-1.390053,WeakSell
39.73893,-1.406361,WeakBuy
38.06974,-0.9169104,Sell
44.99529,-0.7505916,WeakSell
47.34079,-1.206198,WeakSell
40.51343,-1.421703,WeakBuy
37.80911,-1.529843,WeakBuy
33.84197,-1.545393,WeakBuy
30.08304,-1.352695,WeakBuy
30.73253,-1.3237,WeakBuy
31.08629,-1.300259,Buy
27.13033,-1.350568,Buy
24.01276,-1.097835,Buy
27.07692,-0.8963509,Buy
31.96152,-0.605678,Buy
40.11423,-0.858037,Buy
39.24323,-0.2355549,Buy
45.25594,0.04214188,Buy
47.18624,0.3611287,Buy
48.81093,0.7390528,Buy
55.99757,0.8787401,StrongBuy
57.66134,3.85308,WeakBuy
71.39123,3.251594,WeakBuy
71.28272,3.578593,WeakSell
76.591,2.599136,WeakBuy
71.94331,2.744872,WeakSell
73.82586,2.21526,WeakSell
69.77271,1.711078,WeakBuy
64.24075,1.570168,WeakBuy
65.6423,1.636452,WeakBuy
66.70535,1.130281,WeakBuy
59.44125,1.025554,WeakBuy
56.72409,0.6658937,Buy
50.50548,0.2282583,StrongBuy
46.33918,0.2822925,StrongBuy
49.05911,0.7656486,WeakBuy
58.23686,1.596802,WeakBuy
68.36247,1.460501,WeakBuy
68.07301,1.408181,WeakBuy
69.1694,1.575042,WeakBuy
72.1602,1.328644,WeakBuy
70.34752,1.257492,WeakBuy
70.27892,1.514639,WeakSell
72.80469,1.596961,WeakSell
73.51395,1.364236,WeakBuy
71.98734,1.149755,WeakSell
68.08105,1.296443,WeakSell
69.23899,1.193986,WeakBuy
67.82498,1.074803,WeakBuy
65.89869,0.8362457,WeakBuy
62.77511,0.8922614,WeakBuy
57.87645,0.6129335,WeakBuy
53.68229,0.8789352,WeakBuy
54.49399,1.089725,WeakBuy
58.91167,0.7956311,WeakBuy
53.5361,0.2235902,Buy
48.03486,0.02313303,Buy
47.64164,0.7972983,WeakBuy
56.53905,0.889905,Buy
57.22618,0.6844596,Buy
58.20631,0.5672335,Buy
57.77747,0.5145345,Buy
60.46497,1.131932,Buy
70.13049,1.600931,Buy
73.26914,1.460853,Buy
68.46181,2.578429,Buy
68.50291,3.959088,Buy
72.82812,3.590753,WeakBuy
74.03095,2.843981,Buy
71.5079,2.523764,Buy
73.17865,2.306256,Buy
73.40025,2.0752,Buy
71.47527,1.999869,Buy
70.91898,2.296453,Buy
76.00043,2.123684,Buy
77.68427,1.940405,Buy
76.61327,2.006734,Buy
78.54251,2.454348,WeakBuy
83.07557,3.029496,WeakBuy
88.18089,2.231833,WeakBuy
78.46653,2.148606,WeakBuy
80.55714,2.046306,WeakBuy
80.69271,1.62777,Buy
73.10706,1.453859,Buy
72.76949,1.563474,Buy
77.84615,1.819596,WeakBuy
82.01417,1.910542,WeakBuy
82.75668,1.955201,WeakBuy
83.82596,1.924018,WeakSell
85.51839,1.837066,WeakSell
86.46179,1.403273,WeakBuy
75.96214,1.332859,Buy
75.26057,0.7829875,Buy
60.91691,1.218158,WeakSell
68.23685,1.560702,WeakBuy
71.90805,1.75731,WeakSell
73.63681,1.750265,WeakSell
74.3164,1.818299,WeakSell
76.32726,1.397779,WeakSell
69.60654,1.4702,WeakSell
71.05896,1.238734,WeakBuy
67.97621,0.7703789,WeakBuy
60.39366,1.053656,WeakSell
63.30918,0.5265675,Buy
56.47873,0.2408149,Buy
54.06071,-0.2431667,Buy
49.5446,0.272625,WeakBuy
53.56345,1.251265,WeakBuy
58.56557,1.147163,WeakBuy
59.39326,0.9983126,WeakBuy
58.2747,1.648952,WeakBuy
62.37315,1.817685,WeakBuy
65.35381,1.169465,WeakBuy
60.80935,1.394516,WeakBuy
61.93259,1.277467,WeakBuy
59.8849,2.128176,WeakSell
63.80391,2.644068,WeakSell
66.39093,2.262792,WeakSell
65.04326,1.367455,WeakSell
58.10125,1.168108,WeakSell
58.75477,1.132286,WeakSell
58.76541,0.5633866,WeakSell
56.37997,1.016181,WeakSell
57.94271,0.2475128,WeakBuy
49.69004,0.1343186,WeakSell
47.88335,0.7481581,WeakSell
52.33756,1.032127,Sell
53.76637,1.341413,Sell
57.99093,1.219806,Sell
56.68871,0.7738087,Sell
53.92661,-0.02323961,WeakSell
49.39712,-0.03162199,WeakSell
48.22615,-0.6282337,WeakSell
46.43577,-1.280064,WeakBuy
43.1932,-1.758954,WeakBuy
42.272,-1.275039,WeakSell
45.34296,-1.119288,WeakSell
45.01698,-1.516861,WeakSell
43.57603,-1.294114,WeakSell
45.58343,-1.530408,WeakBuy
41.11724,-2.16014,WeakBuy
35.69556,-2.242373,WeakBuy
35.47961,-1.797323,WeakBuy
37.4283,-1.246319,WeakSell
43.22194,-0.6745022,WeakBuy
46.40553,-0.1044973,WeakSell
50.05758,-0.682793,WeakBuy
44.26354,-1.345385,WeakBuy
40.48438,-1.105172,WeakBuy
42.42624,-1.113542,WeakBuy
41.48067,-1.070576,WeakBuy
42.45718,-0.9481497,WeakBuy
40.81966,-0.7195313,WeakBuy
45.05664,-0.05691745,WeakBuy
51.55,0.4700218,WeakBuy
53.8694,-0.1684313,WeakBuy
46.25398,0.09252182,WeakBuy
46.49929,0.3461073,WeakBuy
47.62542,0.4471871,WeakBuy
48.03603,0.914105,WeakBuy
52.63263,1.519649,WeakBuy
54.61906,2.541586,WeakSell
61.87918,2.797122,WeakSell
66.33458,3.066341,WeakSell
70.80588,2.57651,WeakSell
68.87646,1.757414,WeakBuy
60.97032,1.571192,WeakBuy
61.10531,1.777271,WeakSell
62.83855,1.565495,WeakBuy
62.67829,0.9830644,WeakBuy
58.68156,0.196161,Buy
50.92177,0.07121961,Buy
49.50739,0.8597516,WeakBuy
56.26645,1.262403,WeakBuy
58.2512,1.142444,WeakBuy
55.72498,1.095926,WeakBuy
59.01737,0.8857988,WeakBuy
60.89625,0.7389635,Buy
59.2435,0.821425,Buy
61.57551,1.645999,WeakBuy
69.23351,2.76387,WeakBuy
75.70903,2.674843,WeakBuy
76.20429,3.323244,WeakSell
78.95508,3.203465,Sell
79.57858,2.768481,WeakSell
83.37137,2.016592,WeakSell
74.687,1.782886,WeakSell
72.60079,1.549168,WeakSell
70.18149,1.702653,Sell
71.79901,1.351589,Sell
66.20885,0.9221538,WeakSell
58.01767,0.3255752,WeakSell
48.99954,0.1880426,WeakSell
46.1386,-0.1222433,WeakBuy
42.58705,-0.3276507,WeakSell
41.59528,-0.1755547,WeakSell
44.61797,0.03387466,WeakSell
47.61946,-0.1946579,WeakSell
45.70812,-0.9515175,WeakBuy
39.57467,-0.9881811,WeakBuy
42.13452,-1.213515,WeakBuy
41.1368,-0.9754363,WeakBuy
43.41278,-0.8046988,WeakBuy
46.1096,-1.046041,WeakBuy
44.38417,-1.313524,Buy
42.01921,-1.13106,Buy
45.49261,-0.7623105,WeakBuy
51.15271,-0.8481856,Buy
50.09517,-0.5938825,WeakBuy
51.16959,-1.062291,Buy
41.57652,-0.2599017,WeakBuy
51.19667,0.2846131,WeakBuy
54.18105,0.1580926,WeakBuy
50.85139,0.1415083,WeakBuy
49.27039,0.2963731,WeakBuy
51.18007,0.5068016,Buy
52.08384,0.669193,Buy
52.65653,1.750351,WeakBuy
59.6114,1.601455,Buy
58.16604,1.39399,Buy
55.9401,2.357182,WeakBuy
64.57821,2.603004,WeakBuy
66.94358,3.096703,WeakBuy
72.67568,2.454684,WeakBuy
70.71058,1.931112,WeakBuy
65.97701,2.094676,WeakBuy
67.65641,2.201216,WeakBuy
70.90689,1.893436,Buy
73.3421,1.065533,Buy
60.05422,1.777617,WeakBuy
68.51524,1.246559,Buy
61.50927,1.141793,Buy
60.5697,1.66727,Buy
66.93108,1.35419,Buy
65.1103,1.487042,Buy
66.88755,1.75986,Buy
69.11251,2.013117,Buy
72.12975,1.987863,Buy
72.69267,1.798618,Buy
74.06653,1.83796,Buy
74.11027,2.32054,Buy
77.13789,2.632094,WeakBuy
80.75783,2.671799,WeakBuy
82.80504,1.907689,WeakBuy
72.91779,2.140353,Buy
75.23869,2.43813,WeakBuy
77.97449,2.396225,WeakBuy
78.02388,1.703019,Buy
68.7561,1.687371,Buy
70.38184,1.393653,Buy
65.86417,1.908614,WeakBuy
70.59686,1.862959,WeakBuy
70.44902,2.230528,WeakSell
74.78777,1.808048,WeakBuy
71.35387,2.019727,WeakSell
73.71444,1.694063,WeakSell
69.88168,1.399598,WeakBuy
66.62691,1.414445,WeakBuy
70.6517,1.559646,WeakSell
71.90172,1.468129,WeakSell
73.81994,1.537221,Sell
75.67607,1.414294,Sell
73.85553,1.243412,Sell
72.34277,0.8258103,WeakSell
63.38449,0.5502004,WeakBuy
58.17662,0.2465876,WeakBuy
53.06496,-0.1377035,WeakBuy
48.5764,0.2073277,WeakSell
54.45395,0.8054894,WeakSell
60.70903,0.5602404,WeakSell
57.26436,-0.1678754,WeakBuy
49.83694,-0.7296768,Buy
45.56431,-1.162699,Buy
45.02799,-1.201171,Buy
43.95801,-0.5599521,WeakBuy
48.58047,0.4140948,WeakSell
55.05486,1.162087,WeakSell
61.7257,0.4455373,WeakBuy
56.68717,-0.08167586,Buy
54.48019,-0.8707483,Buy
47.83313,-0.3564226,WeakBuy
50.97664,0.3523936,WeakBuy
52.7207,-0.36944,Buy
49.32729,-0.9065969,StrongBuy
44.36777,-0.7607606,StrongBuy
45.78743,0.0915965,Buy
51.62681,0.1962467,Buy
51.33348,1.187735,Buy
55.34875,1.833128,Buy
58.31487,1.751027,Buy
56.85681,2.075292,Buy
58.7026,3.235023,WeakBuy
65.02607,2.707781,WeakBuy
65.97296,2.189455,WeakBuy
64.61971,2.582958,WeakBuy
69.32253,1.97855,WeakBuy
66.90029,1.842976,WeakBuy
65.78127,2.195253,WeakBuy
67.55328,1.99033,WeakBuy
68.09339,2.171667,WeakSell
73.37594,1.583049,WeakBuy
67.56017,1.180154,WeakBuy
63.39272,1.269099,WeakBuy
65.02102,1.43346,WeakBuy
65.95743,1.009912,WeakBuy
58.10924,1.235246,Buy
59.71571,0.7311714,Buy
54.96759,0.8643278,Buy
58.65807,0.7810575,WeakBuy
60.65319,1.258696,WeakBuy
65.46117,1.662322,WeakBuy
68.65047,1.732529,WeakSell
72.07492,1.715469,WeakSell
74.82944,1.422767,WeakBuy
71.18844,1.240196,WeakBuy
67.90147,1.69673,WeakSell
71.7197,1.726706,WeakSell
71.16217,1.631828,WeakSell
69.03586,1.56937,WeakSell
68.98584,1.579012,WeakSell
68.94159,1.925169,WeakSell
69.32386,1.559939,WeakSell
65.30702,1.437541,WeakSell
65.82108,1.278048,WeakSell
62.37933,0.9537377,WeakSell
59.64756,0.5114148,WeakSell
53.91948,0.7473292,Sell
54.94806,0.898492,WeakSell
57.16496,0.2402334,WeakSell
48.11911,-1.13465,WeakBuy
38.74635,-1.039459,WeakBuy
41.19538,-1.339147,WeakBuy
38.51513,-0.7806074,WeakBuy
44.33225,-0.691588,WeakSell
47.89724,0.08449277,WeakSell
54.23829,1.228295,Sell
65.08274,0.5859712,Sell
59.30554,0.3462913,Sell
58.14627,0.208619,Sell
55.56828,-0.1830234,Sell
51.05779,-0.4153171,Sell
48.79491,-1.048142,Sell
43.67204,-0.5283086,StrongSell
48.53614,-1.404458,WeakSell
43.17915,-3.959261,WeakBuy
28.60441,-3.488443,Buy
26.67561,-3.771663,Buy
23.05652,-3.01002,Buy
23.09408,-2.255677,Buy
27.83424,-1.329367,WeakBuy
37.04084,-0.6306098,WeakSell
45.30425,-0.03512308,Sell
51.0951,0.1314283,Sell
52.38729,0.03580478,WeakSell
51.53089,-1.318691,WeakBuy
40.79447,-1.699002,Buy
37.26001,-1.142646,WeakSell
41.24901,-0.8991146,WeakBuy
43.86962,-1.080589,Buy
44.30351,-1.524221,Buy
40.34727,-1.345469,StrongBuy
41.59964,-1.448596,StrongBuy
38.5209,-0.7661193,Buy
45.12569,0.1401498,WeakBuy
51.89066,0.5538785,WeakBuy
52.98001,0.9657187,WeakBuy
56.73545,0.8422689,WeakBuy
54.71248,1.446808,WeakBuy
58.75615,1.240333,WeakBuy
56.82561,1.240315,WeakBuy
56.62009,1.484473,WeakBuy
58.85929,0.9771855,WeakBuy
52.68494,1.432024,WeakBuy
57.2645,1.807438,WeakSell
64.35056,2.087224,WeakSell
67.47965,1.960218,WeakSell
70.25013,2.154196,Sell
72.23602,2.020046,StrongSell
71.53298,1.589116,Sell
64.91828,1.77116,StrongSell
65.72672,1.618122,StrongSell
63.85454,1.294827,StrongSell
59.50119,1.039325,StrongSell
56.62001,0.6451406,StrongSell
56.05975,0.4029636,StrongSell
54.47182,0.174065,StrongSell
50.31175,-0.1348255,StrongSell
46.36237,-0.1538185,StrongSell
48.15877,-0.2760582,StrongSell
49.67566,-1.1377,StrongSell
40.10909,-1.404647,StrongSell
40.18744,-1.760457,StrongSell
36.21918,-1.842635,StrongSell
33.61252,-2.456839,StrongSell
28.0354,-2.555508,StrongSell
24.58113,-1.995506,StrongSell
31.5657,-2.217722,StrongSell
26.1294,-1.954831,StrongSell
28.35977,-2.137321,StrongSell
25.8572,-2.60605,StrongSell
20.22888,-2.117126,StrongSell
25.58421,-1.98306,StrongSell
23.08513,-1.799822,StrongSell
21.22841,-2.006698,StrongSell
16.08224,-2.250881,StrongSell
13.08234,-2.54228,WeakSell
8.680085,-2.427056,Sell
7.761096,-1.900013,StrongSell
17.70317,-1.780932,StrongSell
15.74519,-1.965055,WeakSell
13.47308,-2.190503,WeakSell
11.49372,-2.054212,WeakBuy
11.33171,-2.110441,WeakBuy
10.48133,-1.772194,WeakBuy
16.90697,-1.63288,WeakBuy
17.48496,-1.294918,WeakSell
26.15086,-1.13725,WeakSell
28.51448,-1.099973,WeakSell
27.95242,-0.8773069,WeakSell
34.53259,-1.155555,WeakSell
29.73337,-0.9504435,Sell
33.76476,-0.7277734,WeakSell
37.37836,-0.7602124,Sell
36.49426,-0.6648883,Sell
37.78679,-0.6054184,StrongSell
36.37317,-0.44788,StrongSell
39.40466,-0.4122803,StrongSell
38.00897,-0.5713962,StrongSell
35.41635,-1.347677,WeakSell
28.58507,-2.071018,Buy
22.63219,-1.970993,WeakBuy
22.43651,-1.686494,WeakBuy
25.99239,-1.894004,WeakBuy
25.46021,-1.807871,Buy
27.85927,-2.164909,Buy
27.49407,-1.669796,WeakSell
33.98853,-0.2288908,WeakSell
47.88916,-0.7141192,WeakBuy
43.68038,-1.083794,Buy
42.21891,-1.162248,WeakBuy
43.4362,-0.7377301,WeakBuy
47.45436,-0.6390582,WeakSell
49.88702,-0.7597557,WeakSell
47.3907,-0.5903866,WeakBuy
49.11821,-0.339209,WeakSell
49.456,-0.05119343,Sell
51.22766,0.4469192,Sell
55.62933,0.460558,Sell
53.6013,-0.1480385,WeakSell
48.64013,-0.9220617,WeakSell
39.9313,-0.3682103,WeakSell
43.58779,-0.2750226,WeakSell
44.17774,-0.2767287,WeakSell
43.34376,0.1150988,Sell
46.50861,0.4360414,Sell
47.73653,0.4772773,StrongSell
47.02111,0.5405444,Sell
47.38586,0.2371543,StrongSell
48.35717,-0.4267347,Sell
47.29779,-1.28194,Sell
42.58327,-1.193837,Sell
42.47327,-1.290814,Sell
43.58463,-1.412658,Sell
42.96621,-2.047598,WeakSell
41.38733,-2.361249,Sell
37.50798,-2.256255,Sell
28.94551,-2.580249,WeakSell
28.33137,-2.919565,WeakSell
26.54605,-2.478922,WeakSell
27.84464,-2.304291,WeakSell
25.1546,-2.306976,WeakBuy
23.81824,-2.063304,WeakSell
25.12774,-1.410126,WeakSell
35.69813,-1.597388,WeakBuy
31.41805,-1.457945,WeakSell
30.18199,-1.148015,WeakSell
32.05429,-1.074094,WeakSell
31.98748,-1.104166,WeakSell
33.11564,-1.333608,WeakSell
32.50639,-1.527776,WeakBuy
25.02912,-1.700087,Buy
21.78001,-1.495878,Buy
24.24256,-1.493258,Buy
20.30136,-1.422802,Buy
17.47365,-0.8969657,WeakBuy
31.57471,-0.8690406,Buy
30.77601,-0.87513,Buy
30.52527,-1.053596,StrongBuy
29.18705,-0.642028,Buy
39.54354,0.1013386,Buy
49.58924,0.03515967,Buy
47.55196,0.1908576,Buy
48.44864,1.047364,Buy
57.46602,2.244397,WeakSell
65.35475,2.640466,WeakBuy
66.86785,1.997737,WeakBuy
63.00492,2.779594,WeakSell
70.03391,2.137692,WeakBuy
65.31761,2.116066,WeakBuy
66.63426,1.729053,WeakBuy
64.82417,1.681015,WeakBuy
65.29543,1.576011,WeakBuy
63.24617,1.334192,WeakBuy
62.72921,1.287217,WeakBuy
62.5238,1.975145,WeakSell
69.4131,2.249476,Sell
72.89503,1.922304,Sell
71.21384,1.791953,Sell
73.63011,1.393386,WeakSell
69.24193,1.113486,WeakSell
67.11838,1.057861,WeakSell
67.45202,0.8840666,WeakSell
65.71206,0.6768221,WeakSell
62.76365,0.2990643,WeakBuy
53.91404,-0.9860739,StrongBuy
38.55367,-1.518838,StrongBuy
35.33797,-0.4353353,WeakBuy
49.79917,0.6060915,WeakBuy
58.05222,0.3343234,WeakBuy
54.89423,0.1232848,WeakBuy
54.23423,0.1369298,Buy
54.95034,0.07535921,WeakBuy
53.97061,0.202661,Buy
53.74263,0.06472359,Buy
52.50714,-0.02098119,Buy
53.44619,0.2820275,Buy
53.9795,0.4365982,Buy
56.69925,0.3515225,StrongBuy
55.43281,0.8735311,Buy
60.58737,1.648899,WeakBuy
65.57325,2.435069,WeakBuy
69.74097,1.925894,WeakBuy
66.63609,2.281494,WeakBuy
68.99747,1.87024,WeakBuy
64.32078,1.950077,WeakSell
64.18257,2.115292,WeakSell
66.51616,1.519259,WeakBuy
59.33092,1.317484,WeakBuy
58.43927,1.152713,WeakBuy
57.47592,1.598463,WeakSell
62.20564,1.430231,WeakBuy
61.53265,1.145631,WeakBuy
58.85236,1.079017,WeakBuy
60.45221,1.051974,WeakSell
68.34283,1.514966,WeakSell
76.89407,1.300889,WeakSell
70.78422,1.434534,WeakSell
69.18133,1.397935,Sell
71.23848,0.9810556,WeakSell
64.65949,0.9195276,WeakSell
64.91966,0.2018284,WeakBuy
52.73954,-0.1186627,WeakSell
49.03204,0.1107769,WeakBuy
53.78183,-0.1887946,WeakSell
51.43566,-0.1817218,WeakBuy
52.03317,-0.8806082,Buy
46.03376,-0.9388008,Buy
47.74179,-0.8126118,WeakBuy
49.08762,-0.3919492,WeakBuy
51.70589,-0.4032275,WeakBuy
49.6427,-1.024901,Buy
47.11933,-1.534482,StrongBuy
41.55436,-1.400818,Buy
43.29839,-0.9665103,StrongBuy
45.49062,-1.816141,StrongBuy
37.61083,-0.8905911,StrongBuy
47.07195,0.6942586,Buy
58.23943,1.163731,Buy
61.22706,2.134639,WeakBuy
64.37561,3.26892,WeakBuy
70.15053,2.541376,WeakBuy
68.6822,2.418391,WeakBuy
68.97843,2.28563,WeakBuy
69.09972,1.497004,Buy
59.20008,1.376739,Buy
59.37254,1.578825,Buy
60.84842,1.601166,Buy
61.28133,1.789061,Buy
65.2702,1.711351,WeakBuy
65.03008,2.291102,WeakBuy
74.91987,2.302737,WeakBuy
77.82446,2.004861,WeakBuy
75.5858,1.913036,WeakBuy
77.46096,1.900524,WeakSell
78.33667,1.859239,WeakSell
82.4572,1.220328,Buy
67.69494,0.940873,Buy
62.51593,0.7734407,Buy
59.36455,0.4191678,StrongBuy
53.47326,0.8061777,Buy
60.97934,0.685357,Buy
61.09283,0.7544629,Buy
62.83356,1.165806,Buy
67.42496,1.587101,WeakBuy
73.53159,1.715228,WeakBuy
74.33662,1.706156,Buy
73.07296,1.277741,Buy
65.79346,1.587959,Buy
67.31284,1.383658,StrongBuy
63.18008,1.416161,Buy
65.05505,1.677886,Buy
67.85773,1.660224,Buy
68.26675,1.734056,Buy
72.55928,2.485318,WeakBuy
77.8145,3.389131,WeakSell
81.93944,2.792085,WeakSell
79.7944,2.569183,WeakSell
79.50591,2.542751,Sell
80.3465,2.255505,Sell
78.69074,1.800682,Sell
71.69514,1.687715,Sell
72.11227,1.572783,Sell
71.75028,1.392466,Sell
68.9089,0.8474519,WeakSell
56.67519,1.146402,StrongSell
65.20033,1.46154,StrongSell
71.2041,1.390594,StrongSell
72.36183,0.5929126,Sell
58.41334,-0.4042065,WeakSell
43.47585,-0.6745409,Sell
42.3446,-0.892015,WeakSell
41.2226,-1.888003,Buy
32.71604,-2.077321,Buy
30.25274,-1.741226,WeakSell
33.92887,-0.9775312,WeakSell
43.96207,-0.891503,WeakSell
46.30426,-0.9428046,WeakSell
45.26226,-1.317411,WeakBuy
42.17018,-1.203365,WeakSell
43.52361,-1.410733,WeakBuy
40.3451,-1.224157,WeakSell
42.72029,-0.9233965,WeakSell
46.75003,-1.245548,WeakBuy
40.28291,-1.239161,WeakBuy
35.77607,-0.9298235,WeakSell
40.55045,-0.6876295,WeakSell
43.19728,-0.4331645,Sell
45.31633,-0.1557593,Sell
48.32076,0.09274371,StrongSell
51.3196,0.2101467,StrongSell
51.14717,-0.2465167,Sell
44.06586,-0.679018,Sell
39.23621,-0.9717023,Sell
37.65066,-1.241479,WeakSell
33.23751,-0.9658715,Sell
33.63045,-1.637875,WeakSell
28.85072,-1.968383,WeakSell
28.95389,-2.208418,WeakSell
31.09212,-2.279559,WeakBuy
31.30708,-2.255784,WeakSell
30.85446,-1.662616,WeakBuy
38.69369,-1.918497,WeakSell
36.89972,-1.179613,Sell
43.50185,-1.011578,Sell
41.69937,-1.052301,Sell
40.84295,-1.455641,WeakSell
37.20523,-1.815054,WeakBuy
35.10492,-1.994388,WeakBuy
32.39447,-1.613493,WeakBuy
36.71531,-1.40264,WeakBuy
37.45857,-1.346075,WeakBuy
35.37416,-1.316418,WeakBuy
36.28428,-1.266952,WeakBuy
36.11576,-1.229258,WeakBuy
33.33693,-1.101677,WeakBuy
32.57409,-0.6442343,WeakSell
39.65238,-0.4633059,WeakSell
