RSI,MeanToStdDev,PL
44.26621,-0.8944839,WeakBuy
38.30412,-0.9970086,WeakBuy
37.85655,-1.222712,WeakBuy
37.69886,-0.8962607,WeakBuy
39.88904,0.4010341,WeakSell
50.31734,2.221475,WeakSell
60.97025,3.222442,WeakSell
65.04392,2.836169,Sell
66.67706,1.824974,WeakSell
61.07629,1.2818,WeakSell
58.25779,1.569555,Sell
60.48935,1.690201,Sell
62.85934,1.186775,Sell
60.1493,0.2158593,WeakSell
49.46285,-0.7377716,WeakSell
39.9327,-0.7438442,Sell
39.59217,-0.4941724,Sell
42.22552,-0.4030897,Sell
43.83274,-0.4764164,Sell
43.86594,-1.365756,Sell
38.49755,-1.228675,Sell
40.5974,-1.393513,Sell
36.72672,-2.152347,WeakSell
31.36256,-3.23128,WeakBuy
26.41378,-3.246936,WeakBuy
23.76812,-2.903391,WeakBuy
23.94534,-2.321449,WeakBuy
26.35225,-1.603714,WeakSell
35.5488,-1.397702,WeakBuy
37.80224,-1.5711,WeakBuy
36.25033,-1.155737,WeakSell
42.35477,-0.8023695,WeakSell
47.82021,-0.8348213,WeakSell
46.40834,-1.104667,WeakSell
39.74087,-0.9730432,WeakBuy
37.55817,-1.083001,WeakBuy
32.84867,-0.9190372,WeakSell
34.71483,-0.5325987,WeakSell
42.70904,-0.7135988,WeakSell
39.84671,-0.5986975,WeakSell
39.23489,0.08545089,Sell
48.19412,0.6158271,StrongSell
53.74847,0.1600874,Sell
48.43418,-0.7928554,WeakSell
40.87341,-2.797404,WeakSell
30.08601,-1.19133,WeakSell
40.51894,-1.440965,WeakSell
38.68407,-1.31817,WeakSell
39.12324,-1.850621,WeakBuy
37.29746,-1.921833,WeakBuy
36.41788,-2.097919,WeakBuy
35.18465,-1.926782,WeakBuy
36.33632,-1.227414,WeakSell
43.53673,-1.202213,WeakBuy
44.63174,-0.878668,WeakBuy
47.66637,-1.115903,WeakSell
45.18813,-0.7854552,WeakSell
46.49141,-0.6335108,WeakSell
47.81202,-0.5892257,WeakSell
49.36679,-0.3870807,WeakSell
49.66682,-0.5987601,WeakSell
45.14994,-1.180261,WeakSell
39.87437,-0.6379834,WeakSell
46.37996,-0.126257,Sell
50.35556,-0.204781,WeakSell
49.83745,-0.6405055,WeakSell
45.04496,-1.478433,WeakBuy
37.05169,-1.187635,WeakSell
39.59592,-1.021792,WeakSell
40.2921,-1.136194,WeakSell
35.94777,-0.4370515,WeakSell
40.59894,-0.2079659,WeakSell
43.49887,-0.6614112,WeakSell
43.13192,-1.134422,WeakSell
47.19787,-1.074618,Sell
42.09829,-0.636807,Sell
46.40177,-1.426838,Sell
42.08087,-1.440498,Sell
43.61837,-1.125252,StrongSell
45.96513,-0.5553322,Sell
51.09334,-2.561263,Sell
40.55407,-3.295932,Sell
33.86736,-3.267317,Sell
31.98062,-2.789754,Sell
30.53128,-2.081699,Sell
35.37376,-3.219433,WeakSell
26.69462,-3.273415,Sell
23.74505,-3.170424,WeakSell
22.14989,-3.151846,WeakSell
19.56582,-2.43538,WeakSell
24.55178,-2.261745,WeakSell
25.31054,-2.610264,WeakBuy
19.68379,-2.690075,Buy
15.58721,-2.136937,WeakBuy
21.32803,-1.839144,WeakBuy
24.82219,-1.560908,WeakBuy
30.21969,-1.140721,WeakBuy
37.355,-1.217047,WeakBuy
34.90242,-0.9832951,WeakSell
38.94418,-0.6674337,WeakBuy
42.25215,-1.026551,WeakBuy
35.65954,-1.332912,Buy
31.84399,-1.34248,Buy
31.04134,-1.328431,Buy
29.89715,-0.8666345,Buy
37.12596,-0.4868374,Buy
43.39527,-0.4853461,StrongBuy
42.30629,-0.5296741,Buy
40.14477,0.3827825,WeakBuy
50.58432,0.7983429,Buy
55.28907,1.202039,Buy
57.98145,1.282452,WeakBuy
57.71687,1.431076,Buy
57.84508,1.951463,WeakBuy
60.37468,2.291535,WeakBuy
65.85047,2.728737,WeakSell
70.46168,2.780982,WeakSell
73.68236,2.535748,WeakSell
75.85819,1.777088,WeakSell
65.75652,1.67924,WeakSell
66.06395,1.816362,WeakSell
71.50591,1.774131,WeakSell
75.05873,1.381058,WeakSell
67.92526,1.396216,Sell
68.4728,1.514447,WeakSell
70.18343,1.189339,WeakSell
63.62831,0.7541137,WeakSell
57.22155,0.3798065,WeakBuy
50.97,0.2342196,WeakBuy
48.26882,0.04434951,WeakBuy
48.58009,0.2869261,WeakSell
55.86443,0.3508511,WeakBuy
58.81501,0.4855408,WeakSell
62.51144,0.8213153,WeakSell
65.76505,0.5710881,WeakSell
61.26917,0.403161,WeakSell
60.31646,0.6593601,WeakSell
64.1879,0.6767125,WeakSell
61.95674,0.1803828,WeakSell
55.69717,0.3241145,Sell
56.73939,0.4153747,Sell
58.36544,-0.4528489,WeakSell
51.80582,-1.642978,WeakSell
43.52554,-2.003207,WeakSell
40.69175,-1.702866,WeakSell
40.04896,-2.493465,WeakBuy
33.3887,-2.980633,WeakBuy
29.14709,-2.083451,WeakSell
35.84968,-1.181513,WeakSell
42.77135,-1.139495,WeakSell
40.99044,-0.781498,Sell
43.15502,-0.3383237,Sell
48.2617,-0.6295923,Sell
44.86794,-1.58231,WeakSell
36.84579,-1.692561,Sell
36.68564,-2.100963,WeakSell
35.811,-2.532284,WeakSell
34.27839,-2.842998,WeakSell
31.59957,-2.675875,WeakSell
31.12217,-2.126796,WeakSell
32.21695,-2.263915,WeakBuy
29.04884,-2.254265,WeakBuy
25.97805,-1.687912,WeakSell
29.55601,-1.356501,WeakSell
34.05897,-1.578214,WeakSell
31.56611,-1.085527,WeakSell
37.15422,-0.8871621,Sell
39.13284,-0.6953918,Sell
42.56897,-0.7850354,WeakSell
40.23485,-1.243872,WeakSell
34.6483,-1.540552,WeakSell
32.87995,-1.653923,WeakSell
33.00976,-1.125221,Sell
39.89315,-1.070531,Sell
38.96911,-1.072565,Sell
39.63284,-1.375692,WeakSell
37.61849,-1.699685,Sell
32.21675,-1.571603,WeakSell
28.88994,-1.175437,Sell
34.13923,-0.7175915,Sell
39.30187,-1.26695,Sell
32.34328,-2.229187,WeakSell
26.79249,-2.936433,WeakSell
24.6634,-2.784332,WeakSell
24.94425,-2.87879,WeakBuy
24.01228,-2.732228,WeakSell
24.10212,-2.258111,WeakBuy
28.0388,-1.961413,WeakSell
30.07864,-2.025472,WeakBuy
27.48209,-2.243509,WeakBuy
25.47091,-2.132,Buy
25.51602,-2.135384,Buy
21.94778,-1.634401,WeakBuy
28.29186,-0.2857346,WeakSell
51.5659,-0.370009,WeakSell
48.34391,-0.2790482,WeakSell
48.46796,0.02226602,WeakSell
51.2155,-0.01537421,WeakSell
49.92879,-0.05227354,Sell
49.83724,0.07023607,WeakSell
51.44333,-0.1952602,WeakSell
47.28536,-0.2114135,Sell
44.18582,-0.2621136,WeakSell
42.54082,-0.417198,WeakSell
39.96462,-0.4654407,WeakSell
39.53583,-0.3109533,Sell
41.88719,-0.1898074,Sell
42.29598,-0.6470015,Sell
35.33858,-1.016606,WeakSell
29.56876,-1.723832,WeakSell
26.86789,-1.614525,WeakSell
30.73208,-2.171459,WeakBuy
29.4393,-2.28157,WeakBuy
28.59138,-2.043528,WeakBuy
30.31114,-2.074487,WeakBuy
30.04684,-1.961329,WeakBuy
29.38115,-2.193456,Buy
26.65327,-2.231498,Buy
26.18705,-1.469144,Buy
38.99173,-0.8121307,Buy
48.97703,-0.9032322,WeakBuy
48.84283,-0.2939115,WeakSell
55.5523,0.08601686,WeakBuy
54.59315,0.4981097,WeakSell
60.13024,0.2842255,WeakSell
55.61848,0.1868311,WeakSell
51.89065,0.1050903,WeakBuy
50.04874,0.1107075,WeakSell
49.1482,0.5165213,WeakSell
52.68366,0.3887009,WeakSell
50.96767,0.1659731,WeakSell
46.93695,0.3048577,WeakBuy
47.75619,0.06624975,WeakBuy
44.56855,-0.1365144,WeakBuy
41.61149,-0.3728158,WeakBuy
38.08738,-0.4758343,Buy
36.33715,-0.6419027,Buy
35.88316,-0.9039932,StrongBuy
34.91643,-0.8452708,StrongBuy
37.65204,-0.416731,Buy
43.17843,0.4014168,Buy
54.46516,1.001476,StrongBuy
61.04432,1.336097,Buy
64.02364,2.128253,Buy
70.37217,2.748701,WeakBuy
74.75384,2.394351,Buy
76.72095,2.137646,WeakBuy
78.12888,2.480103,WeakBuy
79.44894,1.91867,WeakBuy
71.34294,1.39101,Buy
65.5543,1.211953,Buy
61.95418,0.9358314,StrongBuy
56.86531,1.362682,Buy
59.78604,2.059515,Buy
67.65878,1.993034,StrongBuy
68.74875,1.533795,StrongBuy
63.80505,1.988487,Buy
68.91777,2.297221,Buy
71.80638,2.490927,WeakBuy
75.58803,2.336538,WeakBuy
77.74345,2.256988,WeakBuy
78.80052,2.118936,WeakBuy
80.77509,1.809022,WeakBuy
78.85049,1.909629,WeakBuy
82.21033,1.943767,WeakBuy
84.19276,1.876974,WeakSell
85.57369,1.678867,Buy
84.83089,1.470759,WeakSell
80.99124,1.849964,Sell
84.0027,1.736472,WeakSell
83.11729,1.304255,WeakSell
71.66071,1.186698,WeakBuy
69.67463,1.278675,Sell
70.26679,1.459453,Sell
71.87391,1.159442,WeakSell
66.35692,0.8473056,WeakSell
60.94655,0.6490899,WeakSell
57.01235,0.7617137,WeakSell
61.32301,0.7559392,WeakSell
64.0638,0.355592,WeakSell
57.47679,0.6227952,WeakSell
63.06699,0.02680226,WeakBuy
53.68665,-0.6389647,WeakBuy
45.4306,-0.3371452,WeakBuy
50.41722,-0.7361014,WeakBuy
49.25893,-0.8511478,WeakBuy
48.16153,-0.2613834,WeakSell
53.17121,0.4468265,WeakSell
56.95603,0.06246857,WeakSell
54.34267,0.2597698,Sell
55.2506,-0.4354785,WeakSell
50.81318,-0.7769572,WeakSell
49.64109,-1.693198,WeakBuy
43.15304,-1.859702,WeakSell
40.72909,-0.8012195,Sell
46.83776,-1.143896,WeakSell
44.78468,-1.657977,WeakSell
42.14184,-2.30491,WeakBuy
34.6824,-2.034835,WeakBuy
34.68748,-1.308721,WeakSell
41.76084,-1.550636,WeakBuy
40.03241,-1.654175,WeakBuy
37.48697,-1.927245,WeakBuy
33.31182,-1.386236,WeakBuy
38.68233,-1.205555,WeakBuy
41.33269,-1.017538,WeakBuy
43.58951,-0.3873282,WeakSell
47.63143,0.266977,WeakSell
51.97179,0.9133916,Sell
57.61971,0.8811797,WeakSell
54.74039,0.6716462,Sell
55.91554,0.91671,Sell
60.33022,0.7545955,Sell
56.69337,1.016966,Sell
60.12545,0.6331573,Sell
56.0545,-0.3138069,Sell
44.95323,-1.031268,Sell
36.83923,-2.071264,WeakSell
31.36611,-2.773821,WeakSell
26.81579,-2.280942,WeakSell
29.44492,-1.45774,Sell
36.86168,-1.495068,WeakSell
37.60743,-2.584417,WeakBuy
31.4989,-2.159203,WeakBuy
30.22202,-1.781978,WeakSell
33.46712,-1.523744,WeakSell
36.65679,-1.768295,WeakBuy
35.79711,-2.003269,WeakBuy
33.24926,-1.992551,WeakBuy
30.09945,-1.958938,WeakBuy
30.11186,-1.170718,WeakSell
42.37687,-0.543199,WeakSell
51.71587,-0.3917431,WeakSell
52.31394,-0.5268308,WeakSell
49.68367,-0.4070283,WeakSell
50.31444,-0.7913647,WeakBuy
42.89828,-1.132321,WeakBuy
36.55757,-0.914059,WeakSell
37.04684,-0.7619186,WeakBuy
38.41645,-0.9456853,WeakBuy
35.93434,-1.031521,WeakBuy
33.76733,-1.266688,WeakBuy
31.32713,-0.551614,WeakSell
39.95695,0.2362976,WeakSell
47.96815,0.4997531,WeakSell
50.24899,0.3221769,WeakSell
48.46147,0.2139409,WeakSell
49.0285,0.9021925,Sell
54.48858,0.596361,WeakSell
51.87168,-0.5942227,WeakSell
43.46829,-0.3842084,WeakSell
44.96863,-0.04278463,WeakSell
50.17329,0.1915096,WeakSell
50.79098,0.5104224,Sell
52.07979,-0.07969517,WeakSell
48.08272,-0.8018028,WeakSell
45.29844,-1.241727,WeakSell
44.19504,-0.9720575,WeakSell
46.46528,-2.056084,WeakSell
41.56264,-2.531064,WeakSell
35.74642,-2.04061,WeakSell
35.50383,-1.341341,Sell
39.81216,-0.8431577,Sell
44.2058,-1.401847,Sell
40.07987,-1.461992,Sell
41.26687,-2.420092,WeakSell
37.1962,-3.330673,WeakSell
30.72836,-3.261504,WeakSell
28.20935,-2.460354,WeakSell
32.59051,-2.093915,WeakSell
34.587,-2.05409,WeakSell
34.69304,-1.904855,WeakSell
30.55299,-2.162706,WeakBuy
22.64633,-2.187002,WeakBuy
20.37612,-1.83946,WeakBuy
24.59861,-1.714688,WeakSell
24.85629,-1.45596,WeakBuy
26.37517,-1.483283,WeakBuy
25.67847,-1.38101,WeakBuy
28.12667,-1.372784,WeakBuy
26.79122,-1.27088,WeakBuy
26.08719,-0.8246245,WeakBuy
36.54965,-0.6328751,WeakSell
38.45693,-0.08883099,WeakSell
49.16391,-0.2218872,WeakSell
46.87594,-0.4687864,WeakBuy
43.10447,-0.7398222,WeakBuy
38.37426,-0.4724534,WeakBuy
43.45859,-0.5229143,WeakSell
42.96667,0.008474271,WeakSell
48.01407,0.2701294,WeakSell
48.54327,0.3889654,WeakSell
47.20548,-0.5852316,WeakBuy
38.35448,-1.233954,WeakBuy
34.14431,-1.187374,WeakBuy
36.2177,-1.100885,WeakBuy
39.86747,-1.354534,WeakBuy
39.84624,-2.135188,Buy
34.29818,-2.003404,Buy
33.62893,-0.6549106,WeakBuy
45.07318,0.1751548,WeakBuy
50.92373,1.186143,WeakBuy
58.909,0.4273468,Buy
55.07149,0.2363282,Buy
53.29347,0.8036813,Buy
56.94159,0.3816931,Buy
53.71198,2.145231,WeakBuy
63.60285,3.157476,WeakBuy
68.39946,2.800984,WeakBuy
69.18901,1.693039,WeakBuy
62.04676,2.068388,WeakBuy
63.16883,2.293113,WeakBuy
64.6086,2.258428,WeakBuy
63.77466,1.837843,WeakBuy
61.98998,1.536007,Buy
60.72192,1.460742,Buy
62.24585,1.736032,WeakBuy
64.63506,1.776712,WeakBuy
66.5136,1.710501,WeakBuy
65.52073,1.431251,Buy
61.66838,1.131485,Buy
57.32732,1.013795,Buy
60.61261,1.666631,Buy
71.3973,1.984696,Buy
75.02781,2.019268,Buy
76.33746,1.974378,WeakBuy
77.69137,2.439021,WeakSell
83.53873,2.572654,WeakBuy
85.36524,2.27597,WeakSell
83.36619,2.193458,WeakSell
83.15049,1.867479,WeakSell
78.05569,2.040732,WeakSell
82.2767,1.57179,WeakSell
74.49986,1.398407,WeakSell
72.04767,1.294977,WeakSell
72.46159,1.024942,WeakSell
65.08011,1.190938,WeakSell
66.02262,1.15221,WeakSell
65.99277,1.13018,WeakSell
69.73684,0.7677522,WeakSell
60.87688,-0.004796349,Buy
46.17502,-0.5604631,Buy
39.38697,-0.4867249,Buy
42.6165,-0.0952457,WeakBuy
50.48164,0.2953653,Buy
56.39573,0.4833761,WeakBuy
58.4916,0.5582716,WeakBuy
59.69513,0.596877,WeakBuy
60.83382,1.148527,WeakSell
66.64813,1.81222,WeakSell
72.27795,1.557753,WeakSell
70.66474,1.870481,WeakSell
71.19794,1.709773,WeakSell
68.43787,0.8440074,WeakBuy
58.90329,0.5327435,WeakSell
56.08755,0.9314907,WeakSell
57.02235,1.067489,WeakSell
56.45891,0.7767164,WeakSell
53.66729,0.1259739,WeakBuy
46.82458,-0.007217354,WeakSell
46.05686,0.4790127,WeakSell
48.65393,0.6261162,WeakSell
51.63272,0.2871958,WeakSell
48.61853,0.62371,WeakSell
51.97201,0.8235467,Sell
55.26756,0.5084096,WeakSell
51.45127,0.01678948,WeakSell
47.10089,-0.7284815,WeakSell
41.2625,-0.5536071,WeakSell
44.54883,-0.2194861,WeakSell
51.55266,-0.4906285,WeakSell
51.93436,-0.7702196,WeakSell
49.86409,-1.200625,WeakSell
46.00049,-1.794221,WeakSell
41.31992,-2.550492,WeakBuy
36.21122,-2.988977,WeakBuy
32.38931,-2.35286,WeakBuy
35.41171,-2.00979,WeakBuy
34.11127,-1.872438,WeakBuy
29.72176,-1.154216,WeakSell
39.67255,-0.3562647,WeakSell
47.68589,-0.6322798,WeakSell
44.74361,-0.3403633,WeakSell
49.8614,-0.4535124,WeakSell
48.75008,-1.048649,WeakSell
41.03263,-1.106871,WeakSell
39.17348,-0.7791024,WeakSell
42.89604,-1.189157,WeakSell
40.73172,-1.478995,WeakSell
38.28715,-0.8610143,WeakSell
42.26385,-1.888395,WeakBuy
33.7928,-2.387765,WeakBuy
30.63555,-1.946941,WeakBuy
31.78315,-1.713318,WeakSell
31.60202,-1.884388,WeakBuy
30.26354,-1.773755,WeakBuy
31.60102,-1.874787,WeakBuy
32.46851,-1.94054,WeakBuy
30.76983,-1.795859,WeakBuy
29.27224,-1.373491,WeakBuy
35.13641,-1.278025,WeakBuy
36.27286,-0.7063239,WeakBuy
44.50756,-0.2716249,WeakBuy
50.34405,0.07289669,WeakSell
55.52822,0.2761233,WeakBuy
59.39609,-0.004725979,WeakBuy
54.7126,-0.1259144,WeakBuy
52.47785,0.05429187,WeakSell
54.02999,0.1763567,WeakBuy
52.27899,-0.2525147,WeakBuy
42.70934,0.07936963,WeakBuy
47.50069,0.7659749,WeakSell
52.53024,0.8590931,WeakBuy
52.62652,1.416411,WeakSell
58.74669,2.42859,WeakSell
64.9128,1.78618,WeakSell
58.12258,1.401174,WeakSell
56.05161,1.291387,Sell
55.96542,0.5772402,WeakSell
46.75533,-0.8766587,WeakBuy
38.63756,-1.209547,WeakBuy
38.09635,-1.1768,WeakBuy
37.33997,-0.7775052,WeakBuy
41.90922,-0.8434929,WeakBuy
42.60452,-0.08524968,WeakSell
50.86861,0.02463293,WeakBuy
53.06344,1.131236,WeakSell
62.73248,1.620485,WeakSell
66.35983,0.8775997,WeakSell
59.40265,0.4041064,WeakSell
55.97043,-0.06057166,WeakSell
51.67062,-0.1295638,WeakSell
50.70947,-0.002720772,WeakSell
51.17639,-0.07861122,WeakSell
50.26995,0.2141545,Sell
53.7774,-0.5094045,WeakSell
47.82827,-1.471974,WeakSell
40.41991,-1.418544,WeakSell
39.73176,-1.26864,WeakSell
41.60091,-0.8856198,WeakSell
43.65095,-0.9694647,Sell
40.46658,-1.044531,WeakSell
39.46104,-1.736577,WeakSell
32.75319,-2.417337,WeakBuy
25.30664,-3.227708,WeakBuy
21.71701,-2.694738,WeakBuy
24.0969,-2.264983,WeakBuy
26.69003,-2.2801,WeakBuy
26.7352,-2.154688,WeakBuy
29.0896,-1.454315,WeakBuy
39.57396,-1.080201,WeakBuy
44.73013,-1.214231,WeakBuy
41.55056,-1.055561,WeakBuy
43.60192,-0.6414239,WeakSell
47.11341,-0.3999603,WeakSell
49.90154,-0.23795,WeakSell
48.21204,-0.4561079,WeakBuy
42.18475,-0.6099181,WeakSell
40.82028,-0.5342472,WeakSell
42.02998,-0.4649062,WeakBuy
42.9897,-0.3902751,WeakSell
42.61002,-0.2011924,WeakBuy
43.70365,-0.5217745,WeakBuy
38.46643,-0.1717892,WeakSell
41.46733,-0.1692323,WeakBuy
41.91904,-0.7765648,WeakBuy
37.60784,-1.103861,WeakBuy
34.75605,-0.7914594,WeakBuy
37.60022,-0.7307751,WeakBuy
36.14898,-0.5160077,WeakBuy
38.55433,-0.2005894,WeakBuy
41.95419,0.7229585,WeakBuy
52.07946,2.103728,WeakSell
62.60289,1.640919,WeakBuy
64.30012,1.157089,WeakBuy
60.40705,0.7614529,WeakBuy
57.06521,1.105458,WeakBuy
61.09608,1.997535,WeakSell
66.85418,2.789335,WeakSell
68.96229,1.856429,WeakSell
61.46234,2.040979,WeakSell
64.38666,1.81405,WeakSell
63.35129,1.944319,WeakSell
62.7989,0.860582,WeakBuy
52.13923,0.4793723,WeakBuy
48.1045,0.4039431,WeakBuy
48.82984,0.02696554,WeakBuy
46.62067,-0.4222596,WeakBuy
42.93533,-0.5101438,WeakBuy
42.61406,0.4869194,WeakBuy
51.98767,0.9769024,WeakBuy
55.32459,0.9926329,WeakBuy
57.78127,1.128448,WeakBuy
58.01768,0.7311388,WeakBuy
54.99295,0.1870628,WeakBuy
53.30735,0.2883187,WeakBuy
56.45302,0.85763,WeakBuy
60.86721,1.052999,WeakBuy
62.66478,0.6547405,WeakBuy
59.14536,0.7108924,Buy
59.1623,0.9203748,Buy
58.35023,2.397039,WeakBuy
62.72607,2.888084,WeakBuy
66.74525,2.78644,WeakBuy
68.94424,2.092165,WeakBuy
66.32706,1.719228,Buy
63.31153,2.063401,WeakBuy
64.11236,2.997779,WeakBuy
68.79855,3.127064,WeakBuy
74.06521,3.176246,WeakBuy
75.92606,2.518808,WeakBuy
72.88277,2.503384,WeakBuy
73.88253,2.264359,WeakBuy
77.75708,2.570381,WeakSell
82.41432,2.822969,WeakSell
85.16758,2.380038,WeakBuy
84.86007,1.591298,WeakBuy
71.6992,1.382011,WeakBuy
69.76888,1.619277,WeakBuy
71.87471,1.617545,WeakBuy
72.26972,0.9986178,Buy
60.45976,0.8923603,WeakBuy
59.33156,1.252476,Buy
65.64893,1.57179,WeakBuy
71.3782,1.769589,WeakBuy
74.06405,1.537138,WeakBuy
71.07622,1.721585,WeakBuy
73.42177,1.604014,Buy
74.60764,1.281178,Buy
69.56795,1.267165,Buy
70.29667,1.619713,Buy
73.26621,2.119639,WeakBuy
77.14147,2.432188,WeakBuy
79.6198,1.904929,Buy
74.16521,1.884057,WeakBuy
75.43444,2.228661,WeakBuy
78.03625,1.812767,Buy
71.70284,1.891948,WeakBuy
72.17517,2.174324,WeakBuy
74.3063,1.821533,Buy
71.35674,1.761747,WeakBuy
71.4866,1.768061,Buy
72.31388,1.411275,Buy
66.17667,1.56882,Buy
67.146,1.234979,Buy
62.61803,1.422251,Buy
68.65864,1.788784,Buy
73.5353,2.101948,Buy
76.22641,2.33554,WeakBuy
78.7014,2.570892,Buy
84.23726,2.172692,WeakBuy
81.85153,2.75331,WeakBuy
85.0855,2.396596,WeakBuy
82.98179,2.468206,WeakSell
84.09662,2.232145,WeakSell
84.80887,1.733937,WeakBuy
75.92989,1.418656,WeakBuy
70.80717,1.173762,WeakBuy
68.10482,0.9628202,Buy
64.68919,1.256292,WeakBuy
68.13133,1.612198,WeakBuy
71.25667,1.518765,WeakBuy
70.35467,1.270842,WeakBuy
68.13754,1.193228,WeakBuy
68.09326,1.697047,WeakSell
73.24947,1.983615,Sell
77.87019,1.856557,WeakSell
77.99984,1.62695,Sell
74.98875,1.890909,Sell
79.01925,1.460694,Sell
71.8914,0.7866161,WeakSell
59.94621,0.5580074,WeakSell
58.19688,0.8556262,Sell
61.78974,0.6244309,WeakSell
59.97994,-0.1754692,WeakSell
50.09447,-0.2164037,WeakSell
49.80066,-0.5305991,WeakBuy
47.02641,-0.7654973,WeakSell
45.14411,-0.1811152,WeakSell
49.94092,-0.6024331,WeakSell
47.87812,-1.755268,WeakBuy
37.93343,-1.853042,WeakBuy
38.04879,-1.69097,WeakBuy
37.20621,-1.644383,WeakBuy
37.13068,-1.142626,WeakBuy
43.55042,-0.6638873,WeakSell
49.52259,-0.3617606,WeakBuy
53.42852,-0.65088,WeakSell
51.41769,-0.4380522,WeakSell
52.13341,-0.6082954,WeakBuy
48.43298,-0.8975251,WeakBuy
45.27645,-0.6156279,WeakSell
48.75713,-1.061195,WeakBuy
43.92233,-1.294254,WeakBuy
37.7224,-1.126995,WeakBuy
36.22045,-0.6419406,WeakBuy
41.74147,-0.2897914,WeakBuy
45.45009,-0.0683034,WeakSell
44.26231,-0.009666489,WeakBuy
45.05795,0.08262658,WeakSell
48.03523,1.165531,Sell
56.20027,1.754257,WeakSell
56.99524,1.739817,WeakSell
57.79846,1.050845,WeakSell
55.37152,0.08544397,WeakSell
47.3628,-0.3350446,WeakBuy
45.62,-0.9627156,WeakBuy
42.32321,-0.1935241,WeakSell
44.83229,-0.342818,WeakBuy
44.86104,-1.493772,WeakBuy
41.29863,-1.661252,WeakBuy
40.2702,-0.8500978,WeakBuy
46.36871,0.3811651,WeakSell
54.69909,0.5507647,WeakSell
54.7665,0.1512517,WeakBuy
51.03453,-0.01667306,WeakBuy
48.99593,0.1459213,WeakBuy
51.5353,-0.4110961,WeakBuy
46.96964,-0.3027022,WeakBuy
48.6386,0.8601415,WeakSell
57.61633,0.9747205,WeakBuy
57.46795,0.6006787,WeakSell
57.15769,1.231708,WeakSell
62.55226,0.4503835,WeakBuy
56.0867,-0.01112766,WeakBuy
51.19026,-0.15238,WeakBuy
48.88246,0.5050228,WeakSell
52.47731,1.174142,WeakSell
56.41984,0.6645783,WeakSell
52.9701,0.8410484,WeakSell
51.58795,0.277049,WeakBuy
46.11475,-0.0176607,WeakBuy
43.72422,-1.003186,WeakBuy
39.79704,-1.652436,WeakBuy
38.73998,-1.380286,WeakBuy
40.92664,-0.6692184,WeakBuy
47.2387,-0.4849893,Buy
46.82951,-0.8534279,WeakBuy
45.36997,-0.4733497,Buy
51.59398,-0.2377829,WeakBuy
54.48791,0.6313683,Buy
58.4109,0.5705265,Buy
54.85746,1.335043,WeakBuy
58.70745,2.928923,WeakBuy
67.2857,2.636506,WeakBuy
68.0631,3.221187,WeakBuy
71.54604,2.507113,WeakBuy
71.21784,2.902927,WeakSell
74.091,3.319825,WeakSell
75.89592,2.954544,WeakSell
75.82127,2.254166,WeakSell
71.45057,1.879331,WeakSell
67.21181,1.527076,WeakSell
65.37064,1.34312,WeakSell
64.57113,1.526735,WeakSell
67.49315,1.303237,WeakSell
63.41426,0.7745838,WeakBuy
52.86569,0.6770231,WeakSell
52.96411,0.5697815,WeakBuy
51.03292,0.03161064,WeakBuy
44.21185,-0.103471,WeakBuy
43.63536,-0.1784688,Buy
45.83942,-0.05396225,WeakBuy
51.14111,-0.04200494,Buy
52.83507,-0.2167376,Buy
50.34882,0.1979858,Buy
58.3558,0.3386924,Buy
62.43824,0.2755615,Buy
62.32621,0.8959761,WeakBuy
68.55968,1.198573,WeakBuy
69.99541,1.306319,Buy
71.18143,0.9491001,Buy
66.05798,1.648663,WeakBuy
68.50861,2.643694,WeakBuy
73.4369,2.430452,WeakBuy
72.51581,2.772543,WeakBuy
75.5767,2.220933,WeakBuy
71.06365,1.899474,WeakBuy
66.99216,1.845117,WeakBuy
66.56596,1.766961,Buy
67.86727,1.847184,Buy
69.94923,1.774234,Buy
71.40028,1.997711,WeakBuy
75.00294,2.221963,WeakBuy
77.16469,2.276015,WeakBuy
79.78173,2.250934,WeakBuy
84.75001,2.103226,WeakBuy
85.43269,1.451549,Buy
70.49812,1.191984,WeakBuy
69.41608,1.474911,WeakBuy
74.8346,1.247931,Buy
71.66062,1.267844,WeakBuy
72.75879,1.482289,Buy
75.8036,1.558816,WeakBuy
78.14277,1.616495,WeakBuy
78.69873,1.616492,Buy
79.14848,1.418015,Buy
76.04028,1.57446,WeakBuy
77.12402,1.853083,WeakBuy
79.52647,1.885962,WeakBuy
80.57766,1.874041,WeakBuy
82.96424,1.942839,WeakBuy
83.7171,2.030842,WeakBuy
84.14068,2.249724,WeakSell
85.7692,2.328498,WeakSell
86.31216,1.953007,WeakSell
82.02873,1.998887,WeakSell
83.62061,1.466599,WeakSell
72.38386,1.322445,WeakBuy
70.83442,1.040485,WeakBuy
65.34019,1.541888,WeakSell
71.13938,1.460338,WeakSell
70.44193,1.238168,WeakSell
66.01835,0.9865597,WeakSell
61.20906,0.8877994,WeakBuy
59.66814,0.4119111,WeakBuy
51.83713,0.520622,WeakBuy
57.45841,0.7679186,WeakSell
62.929,0.8997548,WeakSell
63.81031,0.2562642,WeakBuy
55.41925,0.1239735,WeakBuy
54.69982,0.05669681,WeakBuy
53.88512,0.6697103,WeakBuy
60.45355,0.7411336,WeakBuy
61.06832,0.2144267,WeakBuy
55.68408,0.4470748,WeakBuy
58.90805,0.237047,WeakBuy
